Sample_ID,site,site_shortcode,week,Region,season,date,year,size,size_code,total_organisms,C_Polychaete,P_Echinodermata,P_mollusca,sP_Crustacea,sP_Vertebrata,P_Sipuncula,unknown ,sC_Sedentaria ,sC_Errantia_Aciculata ,C_Ophiuroidea ,C_Echinoidea,C_Caudofoveata ,C_Bivalvia ,C_Gastropoda ,C_Scaphopoda,O_Amphipoda,sO_Cladocera ,sC_Copepoda ,O_Decapoda ,O_Cumacea ,C_Ostracoda ,fragments,temp,sal_psu,DO_sat,DO_mgL,pH,Chlorophyll_ugL,BGA_ugL,BGA_RFU,depth
CRIS_WXX_OB_HS_LG,Cristobal,CRIS,WXX,OB,HS,12/3/19,2019,500,LG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.676,35.29,82.9,5.27,8.15,0.72,1.52,0.24,25.334
CRIS_WXX_OB_HS_SM,Cristobal,CRIS,WXX,OB,HS,12/3/19,2019,250,SM,4,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,5,28.676,35.29,82.9,5.27,8.15,0.72,1.52,0.24,25.334
CRIS_WXX_OB_HS_SM,Cristobal,CRIS,WXX,OB,HS,12/3/19,2019,combined,SUM,4,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,28.676,35.29,82.9,5.27,8.15,0.72,1.52,0.24,25.334
CRIS_WXX_OB_HS_LG,Cristobal,CRIS,WXX,OB,HS,12/10/19,2019,500,LG,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28.932,35.24,43.1,2.73,8.01,0.63,1.27,0.14,25.349
CRIS_WXX_OB_HS_SM,Cristobal,CRIS,WXX,OB,HS,12/10/19,2019,250,SM,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28.932,35.24,43.1,2.73,8.01,0.63,1.27,0.14,25.349
CRIS_WXX_OB_HS_SM,Cristobal,CRIS,WXX,OB,HS,12/10/19,2019,combined,SUM,3,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,28.932,35.24,43.1,2.73,8.01,0.63,1.27,0.14,25.349
CRIS_WXX_OB_HS_LG,Cristobal,CRIS,WXX,OB,HS,12/17/19,2019,500,LG,5,1,0,2,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,28.535,35.21,79.6,5.08,8.14,0.79,1.85,0.38,25.389
CRIS_WXX_OB_HS_SM,Cristobal,CRIS,WXX,OB,HS,12/17/19,2019,250,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.535,35.21,79.6,5.08,8.14,0.79,1.85,0.38,25.389
CRIS_WXX_OB_HS_SM,Cristobal,CRIS,WXX,OB,HS,12/17/19,2019,combined,SUM,5,1,0,2,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,28.535,35.21,79.6,5.08,8.14,0.79,1.85,0.38,25.389
CRIS_WXX_OB_HS_LG,Cristobal,CRIS,WXX,OB,HS,12/23/19,2019,500,LG,17,0,0,14,3,0,0,0,0,0,0,0,0,3,7,4,0,0,1,1,0,1,20,28.987,35.19,33.5,2.12,7.88,2.37,4.33,1.47,25.449
CRIS_WXX_OB_HS_SM,Cristobal,CRIS,WXX,OB,HS,12/23/19,2019,250,SM,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28.987,35.19,33.5,2.12,7.88,2.37,4.33,1.47,25.449
CRIS_WXX_OB_HS_SM,Cristobal,CRIS,WXX,OB,HS,12/23/19,2019,combined,SUM,20,0,0,17,3,0,0,0,0,0,0,0,0,3,10,4,0,0,1,1,0,1,20,28.987,35.19,33.5,2.12,7.88,2.37,4.33,1.47,25.449
CRIS_WXX_OB_HS_LG,Cristobal,CRIS,WXX,OB,HS,12/30/19,2019,500,LG,9,6,0,3,0,0,0,0,5,1,0,0,0,2,1,0,0,0,0,0,0,0,4,29.16,35.21,15.9,1.01,7.79,0.4,-0.08,0.34,24.713
CRIS_WXX_OB_HS_SM,Cristobal,CRIS,WXX,OB,HS,12/30/19,2019,250,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16,35.21,15.9,1.01,7.79,0.4,-0.08,0.34,24.713
CRIS_WXX_OB_HS_SM,Cristobal,CRIS,WXX,OB,HS,12/30/19,2019,combined,SUM,9,6,0,3,0,0,0,0,5,1,0,0,0,2,1,0,0,0,0,0,0,0,4,29.16,35.21,15.9,1.01,7.79,0.4,-0.08,0.34,24.713
CRIS_WXX_OB_NS_LG,Cristobal,CRIS,WXX,OB,NS,1/7/20,2020,500,LG,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28.451,35.12,50.6,3.23,7.98,0.69,0.58,0.5,24.535
CRIS_WXX_OB_NS_SM,Cristobal,CRIS,WXX,OB,NS,1/7/20,2020,250,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.451,35.12,50.6,3.23,7.98,0.69,0.58,0.5,24.535
CRIS_WXX_OB_NS_SM,Cristobal,CRIS,WXX,OB,NS,1/7/20,2020,combined,SUM,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28.451,35.12,50.6,3.23,7.98,0.69,0.58,0.5,24.535
CRIS_WXX_OB_NS_LG,Cristobal,CRIS,WXX,OB,NS,1/14/20,2020,500,LG,3,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,28.234,35.09,68.8,4.41,8.17,1.51,1.26,0.68,25.179
CRIS_WXX_OB_NS_SM,Cristobal,CRIS,WXX,OB,NS,1/14/20,2020,250,SM,5,4,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,2,28.234,35.09,68.8,4.41,8.17,1.51,1.26,0.68,25.179
CRIS_WXX_OB_NS_SM,Cristobal,CRIS,WXX,OB,NS,1/14/20,2020,combined,SUM,8,4,0,3,1,0,0,0,3,1,0,0,0,1,2,0,0,0,1,0,0,0,2,28.234,35.09,68.8,4.41,8.17,1.51,1.26,0.68,25.179
CRIS_WXX_OB_NS_LG,Cristobal,CRIS,WXX,OB,NS,1/21/20,2020,500,LG,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.38,35.12,47.8,3.06,7.88,0.83,1.62,0.47,25.238
CRIS_WXX_OB_NS_SM,Cristobal,CRIS,WXX,OB,NS,1/21/20,2020,250,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.38,35.12,47.8,3.06,7.88,0.83,1.62,0.47,25.238
CRIS_WXX_OB_NS_SM,Cristobal,CRIS,WXX,OB,NS,1/21/20,2020,combined,SUM,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.38,35.12,47.8,3.06,7.88,0.83,1.62,0.47,25.238
CRIS_WXX_OB_NS_LG,Cristobal,CRIS,WXX,OB,NS,1/28/20,2020,500,LG,9,0,0,8,1,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,1,0,28.363,35.27,29.6,1.89,7.85,0.92,1.92,0.55,25.188
CRIS_WXX_OB_NS_SM,Cristobal,CRIS,WXX,OB,NS,1/28/20,2020,250,SM,12,0,0,9,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,2,28.363,35.27,29.6,1.89,7.85,0.92,1.92,0.55,25.188
CRIS_WXX_OB_NS_SM,Cristobal,CRIS,WXX,OB,NS,1/28/20,2020,combined,SUM,21,0,0,17,4,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,4,2,28.363,35.27,29.6,1.89,7.85,0.92,1.92,0.55,25.188
CRIS_WXX_OB_NS_LG,Cristobal,CRIS,WXX,OB,NS,2/4/20,2020,500,LG,17,7,0,6,4,0,0,0,7,0,0,0,0,4,2,0,1,0,2,1,0,0,51,27.682,35.29,89.3,5.77,8.12,2.45,4.4,1.23,25.194
CRIS_WXX_OB_NS_SM,Cristobal,CRIS,WXX,OB,NS,2/4/20,2020,250,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.682,35.29,89.3,5.77,8.12,2.45,4.4,1.23,25.194
CRIS_WXX_OB_NS_SM,Cristobal,CRIS,WXX,OB,NS,2/4/20,2020,combined,SUM,17,7,0,6,4,0,0,0,7,0,0,0,0,4,2,0,1,0,2,1,0,0,51,27.682,35.29,89.3,5.77,8.12,2.45,4.4,1.23,25.194
PUCL_W00_OB_HS_LG,P_Caracol,PUCL,W00,OB,HS,10/4/17,2017,500,LG,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,30.3,36.35,88.1,5.43,8.14,1.94,4.92,1.8,15.5
PUCL_W00_OB_HS_SM,P_Caracol,PUCL,W00,OB,HS,10/4/17,2017,250,SM,69,4,0,0,0,0,38,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,43,30.3,36.35,88.1,5.43,8.14,1.94,4.92,1.8,15.5
PUCL_W00_OB_HS_SM,P_Caracol,PUCL,W00,OB,HS,10/4/17,2017,125,SM,33,2,0,0,0,0,15,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46,30.3,36.35,88.1,5.43,8.14,1.94,4.92,1.8,15.5
PUCL_W00_OB_HS_SM,P_Caracol,PUCL,W00,OB,HS,10/4/17,2017,combined,SUM,104,7,0,0,0,0,53,44,5,2,0,0,0,0,0,0,0,0,0,0,0,0,95,30.3,36.35,88.1,5.43,8.14,1.94,4.92,1.8,15.5
PUCL_W00_OB_HS_LG,P_Caracol,PUCL,W00,OB,HS,10/11/17,2017,500,LG,30,14,2,10,2,0,0,2,10,4,0,2,0,10,0,0,0,0,2,0,0,0,6,30.3,36.84,93.7,5.76,8.27,3.08,5.55,2.03,16.1
PUCL_W00_OB_HS_SM,P_Caracol,PUCL,W00,OB,HS,10/11/17,2017,250,SM,71,31,0,1,0,0,27,12,18,13,0,0,0,1,0,0,0,0,0,0,0,0,62,30.3,36.84,93.7,5.76,8.27,3.08,5.55,2.03,16.1
PUCL_W00_OB_HS_SM,P_Caracol,PUCL,W00,OB,HS,10/11/17,2017,125,SM,77,12,0,0,0,0,57,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,112,30.3,36.84,93.7,5.76,8.27,3.08,5.55,2.03,16.1
PUCL_W00_OB_HS_SM,P_Caracol,PUCL,W00,OB,HS,10/11/17,2017,combined,SUM,178,57,2,11,2,0,84,22,36,21,0,2,0,11,0,0,0,0,2,0,0,0,180,30.3,36.84,93.7,5.76,8.27,3.08,5.55,2.03,16.1
PUCL_W01_OB_HS_LG,P_Caracol,PUCL,W01,OB,HS,10/16/17,2017,500,LG,66,44,0,5,2,0,1,14,18,26,0,0,0,5,0,0,0,0,2,0,0,0,0,30.3,32.16,86.9,5.48,8.12,29.49,103.33,37.81,17
PUCL_W01_OB_HS_SM,P_Caracol,PUCL,W01,OB,HS,10/16/17,2017,250,SM,61,38,0,1,0,0,13,9,27,11,0,0,0,1,0,0,0,0,0,0,0,0,9,30.3,32.16,86.9,5.48,8.12,29.49,103.33,37.81,17
PUCL_W01_OB_HS_SM,P_Caracol,PUCL,W01,OB,HS,10/16/17,2017,125,SM,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30.3,32.16,86.9,5.48,8.12,29.49,103.33,37.81,17
PUCL_W01_OB_HS_SM,P_Caracol,PUCL,W01,OB,HS,10/16/17,2017,combined,SUM,129,82,0,6,2,0,14,25,45,37,0,0,0,6,0,0,0,0,2,0,0,0,21,30.3,32.16,86.9,5.48,8.12,29.49,103.33,37.81,17
PUCL_W02_OB_HS_SM,P_Caracol,PUCL,W02,OB,HS,10/24/17,2017,250,SM,53,39,0,0,0,0,0,14,22,17,0,0,0,0,0,0,0,0,0,0,0,0,14,30.6,36.32,56.4,3.46,8.37,4.48,8.63,3.16,16.7
PUCL_W02_OB_HS_SM,P_Caracol,PUCL,W02,OB,HS,10/24/17,2017,125,SM,29,2,0,2,0,0,0,25,2,0,0,0,0,2,0,0,0,0,0,0,0,0,10,30.6,36.32,56.4,3.46,8.37,4.48,8.63,3.16,16.7
PUCL_W02_OB_HS_SM,P_Caracol,PUCL,W02,OB,HS,10/24/17,2017,combined,SUM,82,41,0,2,0,0,0,39,24,17,0,0,0,2,0,0,0,0,0,0,0,0,24,30.6,36.32,56.4,3.46,8.37,4.48,8.63,3.16,16.7
PUCL_W03_OB_HS_LG,P_Caracol,PUCL,W03,OB,HS,11/2/17,2017,500,LG,15,14,0,1,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.6,36.26,37.5,2.3,7.68,9.55,10.63,3.85,16.4
PUCL_W03_OB_HS_SM,P_Caracol,PUCL,W03,OB,HS,11/2/17,2017,250,SM,50,37,0,0,0,0,0,13,25,12,0,0,0,0,0,0,0,0,0,0,0,0,11,30.6,36.26,37.5,2.3,7.68,9.55,10.63,3.85,16.4
PUCL_W03_OB_HS_SM,P_Caracol,PUCL,W03,OB,HS,11/2/17,2017,125,SM,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,30.6,36.26,37.5,2.3,7.68,9.55,10.63,3.85,16.4
PUCL_W03_OB_HS_SM,P_Caracol,PUCL,W03,OB,HS,11/2/17,2017,combined,SUM,67,51,0,1,0,0,0,15,39,12,0,0,0,0,1,0,0,0,0,0,0,0,70,30.6,36.26,37.5,2.3,7.68,9.55,10.63,3.85,16.4
PUCL_W04_OB_HS_LG,P_Caracol,PUCL,W04,OB,HS,11/7/17,2017,500,LG,34,25,0,3,1,0,0,5,15,10,0,0,0,3,0,0,0,0,1,0,0,0,0,30.7,35.87,24.6,1.51,7.32,29.83,114.84,41.99,18
PUCL_W04_OB_HS_SM,P_Caracol,PUCL,W04,OB,HS,11/7/17,2017,250,SM,55,17,0,0,1,0,19,18,7,10,0,0,0,0,0,0,0,0,1,0,0,0,37,30.7,35.87,24.6,1.51,7.32,29.83,114.84,41.99,18
PUCL_W04_OB_HS_SM,P_Caracol,PUCL,W04,OB,HS,11/7/17,2017,125,SM,50,3,0,0,1,0,36,10,2,1,0,0,0,0,0,0,0,0,1,0,0,0,13,30.7,35.87,24.6,1.51,7.32,29.83,114.84,41.99,18
PUCL_W04_OB_HS_SM,P_Caracol,PUCL,W04,OB,HS,11/7/17,2017,combined,SUM,139,45,0,3,3,0,55,33,24,21,0,0,0,3,0,0,0,0,3,0,0,0,50,30.7,35.87,24.6,1.51,7.32,29.83,114.84,41.99,18
PUCL_W05_OB_HS_LG,P_Caracol,PUCL,W05,OB,HS,11/14/17,2017,500,LG,79,32,6,12,2,0,7,20,19,13,6,0,10,2,0,0,0,2,0,0,0,0,0,30.7,36.05,21.1,1.29,7.78,7.1,15.34,5.58,16.6
PUCL_W05_OB_HS_SM,P_Caracol,PUCL,W05,OB,HS,11/14/17,2017,250,SM,47,16,0,7,1,0,1,22,11,5,0,0,0,5,2,0,0,0,1,0,0,0,0,30.7,36.05,21.1,1.29,7.78,7.1,15.34,5.58,16.6
PUCL_W05_OB_HS_SM,P_Caracol,PUCL,W05,OB,HS,11/14/17,2017,125,SM,59,22,0,2,5,0,0,30,15,7,0,0,0,1,1,0,0,0,2,2,1,0,0,30.7,36.05,21.1,1.29,7.78,7.1,15.34,5.58,16.6
PUCL_W05_OB_HS_SM,P_Caracol,PUCL,W05,OB,HS,11/14/17,2017,combined,SUM,185,70,6,21,8,0,8,72,45,25,6,0,10,8,3,0,0,2,3,2,1,0,0,30.7,36.05,21.1,1.29,7.78,7.1,15.34,5.58,16.6
PUCL_W06_OB_HS_LG,P_Caracol,PUCL,W06,OB,HS,11/24/17,2017,500,LG,38,8,0,18,0,0,1,11,6,2,0,0,1,15,2,0,0,0,0,0,0,0,8,30.2,34.94,39.7,2.47,8.84,2.26,2.94,0.59,17.3
PUCL_W06_OB_HS_SM,P_Caracol,PUCL,W06,OB,HS,11/24/17,2017,250,SM,9,1,0,1,2,0,1,4,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,30.2,34.94,39.7,2.47,8.84,2.26,2.94,0.59,17.3
PUCL_W06_OB_HS_SM,P_Caracol,PUCL,W06,OB,HS,11/24/17,2017,125,SM,4,0,0,3,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,30.2,34.94,39.7,2.47,8.84,2.26,2.94,0.59,17.3
PUCL_W06_OB_HS_SM,P_Caracol,PUCL,W06,OB,HS,11/24/17,2017,combined,SUM,51,9,0,22,2,0,2,16,7,2,0,0,1,17,4,0,0,0,2,0,0,0,8,30.2,34.94,39.7,2.47,8.84,2.26,2.94,0.59,17.3
PUCL_W07_OB_HS_LG,P_Caracol,PUCL,W07,OB,HS,11/29/17,2017,500,LG,78,33,0,30,2,0,0,13,18,15,0,0,8,20,2,0,0,0,2,0,0,0,10,30.6,35.48,8.5,0.53,8.11,3.51,2.37,0.48,20.4
PUCL_W07_OB_HS_SM,P_Caracol,PUCL,W07,OB,HS,11/29/17,2017,250,SM,51,7,0,10,0,0,0,34,4,3,0,0,5,3,2,0,0,0,0,0,0,0,3,30.6,35.48,8.5,0.53,8.11,3.51,2.37,0.48,20.4
PUCL_W07_OB_HS_SM,P_Caracol,PUCL,W07,OB,HS,11/29/17,2017,125,SM,7,0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30.6,35.48,8.5,0.53,8.11,3.51,2.37,0.48,20.4
PUCL_W07_OB_HS_SM,P_Caracol,PUCL,W07,OB,HS,11/29/17,2017,combined,SUM,136,40,0,42,2,0,5,47,22,18,0,0,13,25,4,0,0,0,2,0,0,0,13,30.6,35.48,8.5,0.53,8.11,3.51,2.37,0.48,20.4
PUCL_W08_OB_HS_LG,P_Caracol,PUCL,W08,OB,HS,12/6/17,2017,500,LG,34,17,0,9,8,0,0,0,9,8,0,0,0,9,0,0,0,4,2,2,0,0,3,27.8,33.84,87.1,5.67,8.31,2.58,7.41,2.78,15.9
PUCL_W08_OB_HS_SM,P_Caracol,PUCL,W08,OB,HS,12/6/17,2017,250,SM,12,10,0,0,0,0,1,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,10,27.8,33.84,87.1,5.67,8.31,2.58,7.41,2.78,15.9
PUCL_W08_OB_HS_SM,P_Caracol,PUCL,W08,OB,HS,12/6/17,2017,125,SM,18,6,0,0,6,0,6,0,6,0,0,0,0,0,0,0,2,0,1,0,0,3,1,27.8,33.84,87.1,5.67,8.31,2.58,7.41,2.78,15.9
PUCL_W08_OB_HS_SM,P_Caracol,PUCL,W08,OB,HS,12/6/17,2017,combined,SUM,64,33,0,9,14,0,7,1,22,11,0,0,0,9,0,0,2,4,3,2,0,3,14,27.8,33.84,87.1,5.67,8.31,2.58,7.41,2.78,15.9
PUCL_W09_OB_HS_LG,P_Caracol,PUCL,W09,OB,HS,12/14/17,2017,500,LG,11,4,0,6,1,0,0,0,3,1,0,0,1,3,2,0,0,0,1,0,0,0,2,26.8,33.77,91.6,6.06,8.33,0.96,4.57,1.74,16.4
PUCL_W09_OB_HS_SM,P_Caracol,PUCL,W09,OB,HS,12/14/17,2017,250,SM,24,19,0,1,1,0,0,3,12,7,0,0,0,0,1,0,0,0,1,0,0,0,12,26.8,33.77,91.6,6.06,8.33,0.96,4.57,1.74,16.4
PUCL_W09_OB_HS_SM,P_Caracol,PUCL,W09,OB,HS,12/14/17,2017,125,SM,11,0,0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26.8,33.77,91.6,6.06,8.33,0.96,4.57,1.74,16.4
PUCL_W09_OB_HS_SM,P_Caracol,PUCL,W09,OB,HS,12/14/17,2017,combined,SUM,46,23,0,8,2,0,10,3,15,8,0,0,1,4,3,0,0,0,2,0,0,0,15,26.8,33.77,91.6,6.06,8.33,0.96,4.57,1.74,16.4
PUCL_W10_OB_HS_LG,P_Caracol,PUCL,W10,OB,HS,12/19/17,2017,500,LG,25,5,0,17,1,0,0,2,3,2,0,0,3,14,0,0,0,0,1,0,0,0,10,27.6,34.52,53.2,3.46,8.21,0.77,3.4,1.31,23.1
PUCL_W10_OB_HS_SM,P_Caracol,PUCL,W10,OB,HS,12/19/17,2017,250,SM,68,37,0,1,5,0,2,23,21,16,0,0,0,1,0,0,0,0,5,0,0,0,63,27.6,34.52,53.2,3.46,8.21,0.77,3.4,1.31,23.1
PUCL_W10_OB_HS_SM,P_Caracol,PUCL,W10,OB,HS,12/19/17,2017,125,SM,26,9,0,0,14,0,3,0,9,0,0,0,0,0,0,0,0,4,8,0,0,2,8,27.6,34.52,53.2,3.46,8.21,0.77,3.4,1.31,23.1
PUCL_W10_OB_HS_SM,P_Caracol,PUCL,W10,OB,HS,12/19/17,2017,combined,SUM,119,51,0,18,20,0,5,25,33,18,0,0,3,15,0,0,0,4,14,0,0,2,81,27.6,34.52,53.2,3.46,8.21,0.77,3.4,1.31,23.1
PUCL_W11_OB_HS_LG,P_Caracol,PUCL,W11,OB,HS,12/27/17,2017,500,LG,11,3,0,2,1,0,0,5,1,2,0,0,0,2,0,0,0,0,1,0,0,0,31,27.2,34.04,95.6,6.28,8.37,1.54,5.71,2.15,16.2
PUCL_W11_OB_HS_SM,P_Caracol,PUCL,W11,OB,HS,12/27/17,2017,250,SM,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27.2,34.04,95.6,6.28,8.37,1.54,5.71,2.15,16.2
PUCL_W11_OB_HS_SM,P_Caracol,PUCL,W11,OB,HS,12/27/17,2017,combined,SUM,20,12,0,2,1,0,0,5,10,2,0,0,0,2,0,0,0,0,1,0,0,0,50,27.2,34.04,95.6,6.28,8.37,1.54,5.71,2.15,16.2
PUCL_W12_OB_NS_LG,P_Caracol,PUCL,W12,OB,NS,1/10/18,2018,500,LG,14,6,0,2,4,0,0,2,1,5,0,0,0,2,0,0,0,0,0,4,0,0,3,26.5,33.16,94.2,6.28,8.35,2.65,6.02,2.27,15.9
PUCL_W12_OB_NS_SM,P_Caracol,PUCL,W12,OB,NS,1/10/18,2018,250,SM,9,9,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,35,26.5,33.16,94.2,6.28,8.35,2.65,6.02,2.27,15.9
PUCL_W12_OB_NS_SM,P_Caracol,PUCL,W12,OB,NS,1/10/18,2018,combined,SUM,23,15,0,2,4,0,0,2,8,7,0,0,0,2,0,0,0,0,0,4,0,0,38,26.5,33.16,94.2,6.28,8.35,2.65,6.02,2.27,15.9
PUCL_W13_OB_NS_LG,P_Caracol,PUCL,W13,OB,NS,1/17/18,2018,500,LG,9,3,0,6,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,9,26.6,33.45,91.3,6.07,8.39,1.04,4.58,1.74,17.1
PUCL_W13_OB_NS_SM,P_Caracol,PUCL,W13,OB,NS,1/17/18,2018,250,SM,10,10,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,16,26.6,33.45,91.3,6.07,8.39,1.04,4.58,1.74,17.1
PUCL_W13_OB_NS_SM,P_Caracol,PUCL,W13,OB,NS,1/17/18,2018,combined,SUM,19,13,0,6,0,0,0,0,12,1,0,0,0,0,6,0,0,0,0,0,0,0,25,26.6,33.45,91.3,6.07,8.39,1.04,4.58,1.74,17.1
PUCL_W14_OB_NS_LG,P_Caracol,PUCL,W14,OB,NS,1/22/18,2018,500,LG,11,9,0,2,0,0,0,0,6,3,0,0,0,2,0,0,0,0,0,0,0,0,13,26.8,34.03,87,5.75,8.4,1.72,6.15,2.32,14.9
PUCL_W14_OB_NS_SM,P_Caracol,PUCL,W14,OB,NS,1/22/18,2018,250,SM,25,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,61,26.8,34.03,87,5.75,8.4,1.72,6.15,2.32,14.9
PUCL_W14_OB_NS_SM,P_Caracol,PUCL,W14,OB,NS,1/22/18,2018,combined,SUM,36,34,0,2,0,0,0,0,31,3,0,0,0,2,0,0,0,0,0,0,0,0,74,26.8,34.03,87,5.75,8.4,1.72,6.15,2.32,14.9
PUCL_W15_OB_NS_LG,P_Caracol,PUCL,W15,OB,NS,1/29/18,2018,500,LG,14,7,0,4,1,0,0,2,7,0,0,0,0,4,0,0,0,0,0,1,0,0,8,26.7,33.99,94.8,6.27,8.45,1.46,4.58,1.74,14.4
PUCL_W15_OB_NS_SM,P_Caracol,PUCL,W15,OB,NS,1/29/18,2018,250,SM,25,18,0,0,6,0,1,0,16,2,0,0,0,0,0,0,0,0,2,4,0,0,60,26.7,33.99,94.8,6.27,8.45,1.46,4.58,1.74,14.4
PUCL_W15_OB_NS_SM,P_Caracol,PUCL,W15,OB,NS,1/29/18,2018,combined,SUM,39,25,0,4,7,0,1,2,23,2,0,0,0,4,0,0,0,0,2,5,0,0,68,26.7,33.99,94.8,6.27,8.45,1.46,4.58,1.74,14.4
PUCL_W16_OB_NS_LG,P_Caracol,PUCL,W16,OB,NS,2/6/18,2018,500,LG,9,3,0,6,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,18,26.9,34.71,91.8,6.03,8.48,2.28,6.44,2.42,15.4
PUCL_W16_OB_NS_SM,P_Caracol,PUCL,W16,OB,NS,2/6/18,2018,250,SM,21,21,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,78,26.9,34.71,91.8,6.03,8.48,2.28,6.44,2.42,15.4
PUCL_W16_OB_NS_SM,P_Caracol,PUCL,W16,OB,NS,2/6/18,2018,combined,SUM,30,24,0,6,0,0,0,0,22,2,0,0,0,6,0,0,0,0,0,0,0,0,96,26.9,34.71,91.8,6.03,8.48,2.28,6.44,2.42,15.4
PUCL_W17_OB_NS_LG,P_Caracol,PUCL,W17,OB,NS,2/14/18,2018,500,LG,8,1,0,7,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,4,27.3,34.86,97.1,6.33,8.49,1.12,4.48,1.7,14.8
PUCL_W17_OB_NS_SM,P_Caracol,PUCL,W17,OB,NS,2/14/18,2018,250,SM,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.3,34.86,97.1,6.33,8.49,1.12,4.48,1.7,14.8
PUCL_W17_OB_NS_SM,P_Caracol,PUCL,W17,OB,NS,2/14/18,2018,combined,SUM,10,2,0,7,1,0,0,0,2,0,0,0,0,1,6,0,0,0,0,1,0,0,4,27.3,34.86,97.1,6.33,8.49,1.12,4.48,1.7,14.8
PUCL_W18_OB_NS_LG,P_Caracol,PUCL,W18,OB,NS,2/21/18,2018,500,LG,5,2,0,2,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,25,27.1,35.07,93.6,6.12,8.49,1.97,6.3,2.37,14.7
PUCL_W18_OB_NS_SM,P_Caracol,PUCL,W18,OB,NS,2/21/18,2018,250,SM,18,18,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,18,27.1,35.07,93.6,6.12,8.49,1.97,6.3,2.37,14.7
PUCL_W18_OB_NS_SM,P_Caracol,PUCL,W18,OB,NS,2/21/18,2018,combined,SUM,23,20,0,2,1,0,0,0,13,7,0,0,0,2,0,0,0,0,0,1,0,0,43,27.1,35.07,93.6,6.12,8.49,1.97,6.3,2.37,14.7
